Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2009-02-24 00:00:00+08:00,1.329846,1.329846,1.329846,1.329846,0,0.000000,0.000000,0.000000
2009-02-25 00:00:00+08:00,1.362682,1.370891,1.346264,1.370891,141400,0.000000,0.000000,0.000000
2009-02-26 00:00:00+08:00,1.354473,1.354473,1.338055,1.338055,44000,0.000000,0.000000,0.000000
2009-02-27 00:00:00+08:00,1.338055,1.338055,1.329846,1.329846,52200,0.000000,0.000000,0.000000
2009-03-02 00:00:00+08:00,1.329846,1.329846,1.280593,1.280593,22900,0.000000,0.000000,0.000000
2009-03-03 00:00:00+08:00,1.280593,1.280593,1.272384,1.272384,101400,0.000000,0.000000,0.000000
2009-03-04 00:00:00+08:00,1.272384,1.272384,1.272384,1.272384,0,0.000000,0.000000,0.000000
2009-03-05 00:00:00+08:00,1.297010,1.297010,1.264175,1.264175,20400,0.000000,0.000000,0.000000
2009-03-06 00:00:00+08:00,1.255966,1.255966,1.255966,1.255966,10300,0.000000,0.000000,0.000000
2009-03-09 00:00:00+08:00,1.239548,1.239548,1.223130,1.223130,42400,0.000000,0.000000,0.000000
2009-03-10 00:00:00+08:00,1.223130,1.223130,1.223130,1.223130,5900,0.000000,0.000000,0.000000
2009-03-11 00:00:00+08:00,1.247757,1.264175,1.247757,1.264175,6700,0.000000,0.000000,0.000000
2009-03-12 00:00:00+08:00,1.231339,1.231339,1.231339,1.231339,0,0.000000,0.000000,0.000000
2009-03-13 00:00:00+08:00,1.272384,1.288802,1.272384,1.288802,21000,0.000000,0.000000,0.000000
2009-03-16 00:00:00+08:00,1.305220,1.305220,1.305220,1.305220,0,0.000000,0.000000,0.000000
2009-03-17 00:00:00+08:00,1.313429,1.313429,1.297011,1.297011,10500,0.000000,0.000000,0.000000
2009-03-18 00:00:00+08:00,1.305220,1.305220,1.305220,1.305220,100000,0.000000,0.000000,0.000000
2009-03-19 00:00:00+08:00,1.313429,1.313429,1.305220,1.313429,70000,0.000000,0.000000,0.000000
2009-03-20 00:00:00+08:00,1.313429,1.313429,1.313429,1.313429,10000,0.000000,0.000000,0.000000
2009-03-23 00:00:00+08:00,1.338055,1.362682,1.338055,1.362682,64000,0.000000,0.000000,0.000000
2009-03-24 00:00:00+08:00,1.420144,1.420144,1.387309,1.403727,127800,0.000000,0.000000,0.000000
2009-03-25 00:00:00+08:00,1.403727,1.403727,1.387309,1.395518,11100,0.000000,0.000000,0.000000
2009-03-26 00:00:00+08:00,1.420145,1.452981,1.420145,1.452981,29400,0.000000,0.000000,0.000000
2009-03-27 00:00:00+08:00,1.461189,1.461189,1.428353,1.444771,17200,0.000000,0.000000,0.000000
2009-03-30 00:00:00+08:00,1.428354,1.428354,1.379100,1.379100,7000,0.000000,0.000000,0.000000
2009-03-31 00:00:00+08:00,1.370891,1.411935,1.370891,1.403727,18200,0.000000,0.000000,0.000000
2009-04-01 00:00:00+08:00,1.403727,1.411936,1.403727,1.411936,4300,0.000000,0.000000,0.000000
2009-04-02 00:00:00+08:00,1.436562,1.477607,1.436562,1.477607,125000,0.000000,0.000000,0.000000
2009-04-03 00:00:00+08:00,1.494025,1.502234,1.477607,1.485816,77800,0.000000,0.000000,0.000000
2009-04-06 00:00:00+08:00,1.502234,1.502234,1.502234,1.502234,11000,0.000000,0.000000,0.000000
2009-04-07 00:00:00+08:00,1.494025,1.494025,1.469398,1.469398,2200,0.000000,0.000000,0.000000
2009-04-08 00:00:00+08:00,1.452980,1.461189,1.452980,1.461189,2400,0.000000,0.000000,0.000000
